NPSN,Nama Sekolah,Telpon,Email,Akreditasi,Total Peserta Didik,Total Pendidik,Naungan,Kabupaten,Kecamatan,Alamat
10211621,SD SWASTA IR. H. DJUANDA,062121364,sdjuandatebing@gmail.com,A,235,19,PERGURUAN SWASTA IR.H.DJUANDA,KOTA TEBING TINGGI,KEC. TEBING TINGGI KOTA,JALAN THAMRIN NOMOR 125
60728986,SD SWASTA GALILEA HOSANA,081269121784,tksdgalileahosana@gmail.com,B,278,22,YAYASAN HERLEN TRIPLE DADODI,KOTA MEDAN,KEC. MEDAN SELAYANG,JL BUNGA TEROMPET RAYA NO. 30
10259117,SDS ROMALBEST,0616612998,sd.methodist.romalbest@gmail.com,C,234,10,YAYASAN PERGURUAN KRISTEN MPH ROMALBEST (METHODIST ROMALBEST),KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. TAUT NO 90 MEDAN
10204383,SD SWASTA ALWASHLIYAH SEI TEMPURUNG PSR.BANGKA,,,B,32,3,ALJAMIYATUL WASHLIYAH,KAB. ASAHAN,KEC. SEI KEPAYANG TIMUR,SEI TEMPURUNG
70050718,SD LAUDATO SI,082294278234,sdlaudatosinamosimpur@gmail.com,,135,11,YAYASAN SETIA MEDAN,KAB. DELI SERDANG,KEC. PANCUR BATU,JL. LORI NO. 125
70040411,SD IT AL - AFSHEEN,,,,30,5,YAYASAN PENDIDIKAN UKTI FILLA EKWIS,KAB. DELI SERDANG,KEC. SIBIRU-BIRU,JL. PENGHUBUNG 1 DUSUN IV
10210616,SDS KEMALA BHAYANGKARI 1,0614513099,sdkbmedan@ymail.com,A,138,19,YAYASAN KEMALA BHAYANGKARI,KOTA MEDAN,KEC. MEDAN MAIMUN,JL. HAJI MISBAH NO. 18 A
10213690,SD SWASTA SYARIFAH,,sd_syarifah@yahoo.co.id,B,93,13,YAYASAN PERGURUAN SYARIFAH,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. KAPUK NO. 912
10261781,SD SWASTA PKMI TOMUAN HOLBUNG,081375063649,ampuhrudi10@gmail.com,C,60,7,YAYASAN PENDIDIKAN GEREJA METHODIST INDONESIA,KAB. ASAHAN,KEC. BANDAR PASIR MANDOGE,TOMUAN HOLBUNG
10211460,SD SWASTA AL-WASHLIYAH 62,,sditalwashliyah62@gmail.com,B,28,9,AL JAM`IYATUL WASHLIYAH,KOTA BINJAI,KEC. BINJAI KOTA,JL.JEND.AHMAD YANI NO.31
10205511,SD SWASTA KI HAJAR DEWANTORO,,sdswastakhdp.hilir@gmail.com,C,104,6,YAYASAN PERGURUAN NASIONAL KI HAJAR DEWANTORO,KAB. LABUHANBATU,KEC. PANAI HILIR,JL. JENDERAL AHMAD YANI.NO.69
60728458,SD SWASTA SEHATI,081264058808,sdsehati345@gmail.com,A,82,11,YAYASAN PERGURUAN SWASTA SEHATI,KAB. SERDANG BEDAGAI,KEC. PANTAI CERMIN,DUSUN III
69815449,SD SWASTA PKMI METHODIST AEK BATU,082166129464,sdpkmiefesus@gmail.com,A,148,13,YAYASAN PENDIDIKAN GEREJA METHODIST INDONESIA WILAYAH I,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,JL. LINTAS SUMATERA AEK BATU
70025751,SD SWASTA DESTINY,,,A,124,8,YAYASAN MITRA MASA DEPAN,KAB. DELI SERDANG,KEC. SUNGGAL,JALAN KARYA VII UJUNG
10259112,SDS PERGURUAN NASIONAL GULTOM,6612690,sdgultom1987@gmail.com,B,53,9,YAYASAN PENDIDIKAN PELITA GUNA MANDIRI,KOTA MEDAN,KEC. MEDAN PERJUANGAN,JL. PELITA IV NO.90
10260214,SD SINI SUKA,08576653461,sdsinisuka@gmail.com,B,77,12,YAYASAN PENDIDIKAN SINI SUKA,KAB. LANGKAT,KEC. SEI BINGAI,JLN.BINJAI NAMOTERASI
70002464,SD SWASTA MAITREYAWIRA KISARAN,082361466804,maitreyawirakisaran@gmail.com,B,365,23,YAYASAN PENDIDIKAN BUDDHIS CAHAYA KASIH MAITREYA,KAB. ASAHAN,KEC. KISARAN BARAT,JL. PRAMUKA NO. 19 LK. IV
70051428,SDIT SALAAM HIJRAH,,,,33,5,YAYASAN SALAAM HIJRAH BINJAI,KOTA BINJAI,KEC. BINJAI UTARA,JL. KOL. YOS SUDARSO GG. YOS SUDARSO 8
70007714,SD IT SAHABAT QURAN DARUSSALAM,,pondokdarussalam@yahoo.com,B,74,9,YAYASAN PENDIDIKAN ALIGHAR,KAB. LANGKAT,KEC. SELESAI,DUSUN V PASAR 8
69992714,SD IT AL-KAUTSAR SECANGGANG,,sdita919@gmail.com,A,179,13,YAYASAN PENDIDIKAN ISLAM TERPADU AL- KAUTSAR SECANGGANG,KAB. LANGKAT,KEC. SECANGGANG,JL.SECANGGANG
70060630,SD TAHFIZIL QURAN RAHMATUL IMAN,,,,,4,YAYASAN PENDIDIKAN SUJILA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. BUNTU DUSUN VIII
10215143,SD HKBP LUBUK PAKAM,082162414640,sdhkbplubukpakam2020@gmail.com,B,27,7,PENDIDIKAN SWASTA HURIA KRISTEN BATAK PROTESTAN LUBUK PAKAM,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JALAN T IMAM BONJOL NO 14B
70015951,SEKOLAH DASAR ISLAM TERPADU AL WAFI,,,,131,15,YAYASAN PENDIDIKAN ISLAM AL WAFI PADANG BRAHRANG,KAB. LANGKAT,KEC. SELESAI,DUSUN KANTIL DESA PADANG BRAHRANG
69901900,SD SWASTA ISLAM TERPADU AL AZMI,,alazmi.sdit@yahoo.com,C,52,7,YAYASAN PENDIDIKAN DAARUSSAKINAH,KAB. ASAHAN,KEC. SEI DADAP,DESA TANJUNG ASRI KECAMATAN SEI DADAP
70043952,SD ISLAM KAMALIAH,082369780323,sdislamkamaliah@gmail.com,,132,6,YAYASAN PENDIDIKAN KAMALIAH MEDAN,KAB. DELI SERDANG,KEC. LABUHAN DELI,JL. JOHAR RAYA  DUSUN VI
70062227,SD IT NUR AL HIKMAH KOTA DATAR,,,,,0,,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. GUDANG ATAP DUSUN XII
70008599,SD SWASTA GENPITA CERIA,081370338882,sdgenpitaceria@gmail.com,B,197,11,YAYASAN GENPITA CERIA NUSANTARA,KOTA MEDAN,KEC. MEDAN LABUHAN,JL SALMON IX BLOK 1 NO 1
10257639,SDS ALWASHLIYAH 02,,sdalwashliyah02medan@gmail.com,C,40,3,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN PERJUANGAN,JL. MABAR NO. 2
10215193,SD PAB 24 KAMPUNG TANJUNG,082163296551,abdulsubhanpab@gmail.com,B,52,7,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. STM HILIR,KAMPUNG TANJUNG
70052683,SD IT AL AZHAR,081379824980,sditalazhar57@gmail.com,,15,8,YAYASAN PENDIDIKAN DARUSSALAM STUNGKIT,KAB. LANGKAT,KEC. BINJAI,JL SUDAMA DUSUN VII DESA PERDAMAIAN
10215208,SD SWASTA PERMATA SARI,,permatasarisd@gmail.com,B,100,9,YAYASAN PENDIDIKAN NUSANTARA ANGKASA MARITIM,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL BERINGIN I GG BELIBIS NO.12
69897077,SD SWASTA TERANG KASIH,082165842243,terang_kasih12@yahoo.co.id,C,,2,,KAB. DELI SERDANG,KEC. SUNGGAL,"JL .MEDAN BINJAI KM 13,8 KOMPLEK BINTANG TERANG NO 11 UJUNG"
10211458,SD SWASTA GAJAH MADA,0618822129,sdgajahmadabinjai@yahoo.co.id,A,232,15,YAYASAN PERGURUAN GAJAH MADA BINJAI,KOTA BINJAI,KEC. BINJAI BARAT,JLN. RASBERI NO. 22
10205528,SD PERSATUAN AIR HITAM,081362449226,dfulyanto@gmail.com,C,136,8,YAYASAN SD SWASTA PERSATUAN,KAB. LABUHANBATU UTARA,KEC. KUALUH LEIDONG,DSN SIDODADI PASAR II AIR HITAM
69982006,SD SWASTA ISLAM TERPADU DELISHA,,delishasdit@gmail.com,A,115,15,YAYASAN PENDIDIKAN DELISHA,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. KARYA BAKTI
70028283,SDIT JAMIATU ANNUR,,sditjamiatuannur@gmail.com,,56,9,YAYASAN JAM'IATU ANNUR,KOTA BINJAI,KEC. BINJAI BARAT,JL. NENAS II
70039012,SD ISLAM TERPADU AL - KHAIRIYAH,085763993730,sditalkhairiyah01@gmail.com,B,130,11,YAYASAN WAKAF ALKHAIRIYAH DELITUA,KAB. DELI SERDANG,KEC. DELI TUA,JL. BESAR DELITUA GG. MAHTAB NO. 36
69977542,SD PELITA EVANGELINE INDONESIA,085370132254,pelitaevangelineindonesiaa@gmail.com,B,98,11,PAUD PELITA EVANGELINE KIDS INDONESIA,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. TAMBAK BLOK 29
10208560,SD KATOLIK SAN FRANCESCO BALIGE,085262009712,sdsanfrancescobalige1@yahoo.com,A,713,30,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KAB. TOBA,KEC. BALIGE,JLN PIERRE TANDEAN BALIGE
69980121,SD IT NUSA INDAH,081375835043,sditnusaindah@gmail.com,C,150,10,YAYASAN NUSA INDAH,KAB. LANGKAT,KEC. SECANGGANG,DUSUN TRANS BLOK M
10261324,SD IT ROBBANI RANTAUPRAPAT,081211286142,sdit.robbani@gmail.com,A,563,38,YAYASAN SOSIAL PENDIDIKAN DAN DAKWAH ISLAM ROBBANI RANTAUPRAPAT,KAB. LABUHANBATU,KEC. RANTAU SELATAN,JALAN PADAT KARYA GANG MUSYAHADAH
69949032,SD SWASTA ISLAM TAHFIDZ BAHRUL ULUUM AL-KAMAL,082167265069,bahrululuumalkamal@gmail.com,C,239,13,YAYASAN PENDIDIKAN ISLAM BAHRUL ULUUM AL-KAMAL,KAB. ASAHAN,KEC. KISARAN TIMUR,KOMP. GIRYA RIZKI JL. LOBAK II LK. IV
10212143,SD HKBP 2,081360001292,sdhkbp2sibolga@gmail.com,B,75,10,YAYASAN PENDIDIKAN HKBP SIBOLGA,KOTA SIBOLGA,KEC. SIBOLGA UTARA,JL. JUBELEUM NO. 4 SIBOLGA
10213654,SD PAB 28,085297520118,pab28saentis@gmail.com,C,44,6,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,PERCUT SEI TUAN
69980942,SD SWASTA IT AL-ISHLAH,085373210939,sdit.ishlah@gmail.com,B,134,9,PENDIDIKAN ISLAM AL-ISHLAH SEI BELUTU MEDAN,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. SEI BELUTU NO. 101
70058078,SD IT AL ARRASYID,,,,4,4,YAYASAN SALWA ANNISA PUTRI,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,KOMPLEK GRIYA DUTA MADANI
69978044,SD SWASTA OBI FODO,081397919775,sdobifodo@gmail.com,C,190,15,OBOR BERKAT INDONESIA,KOTA GUNUNGSITOLI,KEC. GUNUNGSITOLI SELATAN,"JL. DIPONEGORO KM. 6,5"
70052111,SD SUMATERA JAYA,,,,21,4,PENDIDIKAN SUMATERA JAYA,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JL. KARYA DHARMA DUSUN II
10202709,SD SWASTA AL WASHLIYAH RAJA MALIGAS,081375734212,sdalwashliyah@yahoo.com,B,44,9,YAYASAN PERGURUAN AL-WASHLIYAH,KAB. SIMALUNGUN,KEC. HUTABAYU RAJA,RAJA MALIGAS
69961642,SD SWASTA PLUS ANBATA,06180442439,sdanbataplus1@gmail.com,A,342,25,NURUL ADILA MADANI,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. BALAI DESA GG. WAKAF NO. 45
69899982,SD SWASTA RK BINTANG TIMUR,085373003196,sdrkbintangtimurpraya@gmail.com,B,521,23,YAYASAN PERGURUAN KATOLIK SANTO LAURENSIUS,KAB. SIMALUNGUN,KEC. RAYA,JLN. ST. STEFANUS MARTIR HAPOLTAKAN
10210654,SDS PAB TI,,sdpabti@yahoo.co.id,TIDAK TERAKREDITASI,,0,LWU TI,KOTA MEDAN,KEC. MEDAN BARAT,JALAN PERTAHANAN NO.17 A
69962421,SD SWASTA CAHAYA BRILLIAN PLUS,081375528415,sdcahayabrillianplus@yahoo.com,C,135,6,YAYASA PENDIDIKAN CAHAYA BRILLIAN PLUS,KAB. DELI SERDANG,KEC. LABUHAN DELI,JL. TANJUNG RAYA PASAR 6 DUSUN 3
10210597,SD SWASTA KALAM KUDUS 1,0614149003,sdkalamkudus1medan@gamail.com,A,333,31,YAYASAN KALAM KUDUS INDONESIA CABANG MEDAN,KOTA MEDAN,KEC. MEDAN PETISAH,JL. RAMBUNG NO. 9 MEDAN
10257434,SD SWASTA 101870 KARYA BAKTI,082268521180,masrullahragil04@gmail.com,C,99,8,YAYASAN PENDIDIKAN KARYA BAKTI,KAB. PADANG LAWAS UTARA,KEC. SIMANGAMBAT,DESA KOSIK PUTIH
69966955,SD ISLAM AL-KAUTSAR,085261239192,arsalnasty@gmail.com,B,142,12,YAYASAN PENDIDIKAN AL-KAUTSAR BIN HAJI ABDUL HALIM NASUTION,KAB. PADANG LAWAS,KEC. HUTA RAJA TINGGI,JL.KELILING NO.15 HUTARAJA TINGGI
70036326,SD ISLAM TERPADU EL - HABIB,085362235347,sdelhabib2022@gmail.com,,212,13,YAYASAN PENDIDIKAN ISLAM MAULANA HABIB ISMAIL ZEN,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. MUSTAFA KAMIL DUSUN II GG. H. YAHYA
10213642,SD SWASTA PAB 30,,sdswastapab30tamora@gmail.com,C,20,8,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,DESA LIMAU MANIS DUSUN VIII
70057179,SD IT AL-IKHLAS,085261561649,sditalikhlas.karangrejo@gmail.com,,18,7,PENDIDIKAN IBU SUSMIATI LANGKAT,KAB. LANGKAT,KEC. STABAT,JLN. ARMARTA
70013306,SDS ALFA OMEGA LAHEWA,082310444971,alfaomegasd@gmail.com,,64,10,YAYASAN GENERASI CINTA DAMAI,KAB. NIAS UTARA,KEC. LAHEWA,JL. PNPM NO 19 BOLIA LINGKUNGAN I
10213600,SD SWASTA DAKWATUL ISLAM,,dakwatul.islam@yahoo.com,C,147,12,DAKWATUL ISLAMIYAH SUMATERA UTARA,KAB. DELI SERDANG,KEC. SIBIRU-BIRU,JLN. DELI TUA-BIRU BIRU
10205921,SD SWASTA WIDIYA DHARMA,081361020480,ssrh46@yahoo.co.id,A,435,32,YAYASAN WIDIYA DARMA,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,DESA PANGARUNGAN PT. ASAM JAWA
69816263,SD SWASTA SANTO NICHOLAS,0614554122,santo.nicholas.school@gmail.com,A,138,12,YAYASAN PENDIDIKAN CINTA KASIH STELLA,KOTA MEDAN,KEC. MEDAN BARU,JL MOJOPAHIT 117
10204388,SD ALWASHLIYAH CABANG XII,,,C,41,8,SD ALWASHLIYAH CABANG XII,KAB. ASAHAN,KEC. SEI KEPAYANG,SEI KEPAYANG KANAN
10210590,SD SWASTA PESANTREN YPMA,06180442034,newpesantren2023.mdn@gmail.com,C,166,13,YAYASAN PESANTREN MODERN AL-ADNAN,KOTA MEDAN,KEC. MEDAN SUNGGAL,KOTA MEDAN
69901250,SD SWASTA AQILA ISLAMIC SCHOOL,06180021188,sekolah.aqila@gmail.com,B,,0,YAYASAN DAARUL AQILA,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. DAHLIA RAYA NO. 125
10210698,SD SWASTA MUHAMMADIYAH 28,0616627691,email.sdmuhammadiyah28@gmail.com,B,337,20,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA MEDAN,KOTA MEDAN,KEC. MEDAN TIMUR,JL CEMARA GG NANGKA NO 3
10213663,SD SWASTA PEMBANGUNAN,,sdswastapembangunan@rocketmail.com,B,24,9,YAYASAN PENDIDIKAN PEMBANGUNAN MASYARAKAT TANJUNGMORAWA,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,"JL PASAR BARU NO 51 KM 16,5"
10210634,SDS HKBP SEI MATI,085276924639,sdhkbpseimati1976@gmail.com,B,93,10,YAYASAN PENDIDIKAN HKBP SEI MATI,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. GEREJA NO 2 SEI MATI MEDAN
69900792,SD PLUS METHODIST ANTIOKHIA,0618369303,sdplus.methodist.antiokhiapb@gmail.com,B,287,22,YAYASAN PENDIDIKAN GEREJA METHODIST INDONESIA  ANTIOKHIA PANCURBATU,KAB. DELI SERDANG,KEC. PANCUR BATU,"JL. LETJEND JAMIN GINTING NO. 36 KM. 16,5"
70037682,SD IT AL ASHARI MARELAN,,,,153,21,YAYASAN PENDIDIKAN ISLAM AL ASHARI MARELAN,KOTA MEDAN,KEC. MEDAN MARELAN,JL.MARELAN PASAR V PASAR 2 BARAT LK.15 GG. PANDAN
70037035,SD SWASTA IT AL HIDAYAH AMAN SARI,081362107333,,,33,7,YAYASAN AL HIDAYAH AMAN SARI,KAB. SIMALUNGUN,KEC. DOLOK BATU NANGGAR,JL. AMAN SARI
69943673,SD SWASTA IT IMAM SYAFII,081375435302,sdsimamsyafii@gmail.com,B,344,16,YAYASAN IHYAUS SUNNAH,KAB. LABUHANBATU,KEC. RANTAU UTARA,JL. PERINTIS KELURAHAN PADANG BULAN
69877325,SD SWASTA PKMI TELUKDALAM,082267886867,sdspkmitelukdalam@gmail.com,B,160,16,YAYASAN PERGURUAN KRISTEN METHODIST INDONESIA WILAYAH - I,KAB. NIAS SELATAN,KEC. TELUK DALAM,JL. SAONIGEHO KM 1 TELUKDALAM
10259874,SD SILATURRAHMI,085359260999,sdsilaturrahmi19@gmail.com,B,413,17,SILATURRAHMI,KAB. ASAHAN,KEC. SIMPANG EMPAT,DUSUN IX SIMPANG EMPAT
10259149,SDS AL WASHLIYAH 5/34,085319563842,sdalwashliyah5.34@gmail.com,B,136,8,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. TAMAN MAKAM PAHLAWAN
70033617,SD IT AR-RAHIM,,sditarrahimgebang@gmail.com,,36,3,YPP AZ-ZHOOHIR,KAB. LANGKAT,KEC. GEBANG,JL. PERINGAN DUSUN I DESA PASAR RAWA
70055923,SD BINA ANAK NUSANTARA,,,,11,4,YAYASAN BINA ANAK NUSANTARA MEDAN SUNGGAL,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. TB SIMATUPANG / SWADAYA NO. 6 PINANG BARIS 1A LK VI
69864684,SD IT AL-HIKMAH,081266753700,sdsitalhikmah1@gmail.com,C,287,19,YPI JATI JAJAR,KAB. LANGKAT,KEC. BINJAI,JL.T.AMIR HAMZAH NO.157 SAMBIREJO
69894981,SDS INTEGRITAS BANGSA,085360121943,integritasbangsa@gmail.com,A,538,38,YAYASAN AMBASSADOR INTEGRITAS BANGSA,KOTA MEDAN,KEC. MEDAN HELVETIA,JALAN BINJAI KM 8.5 NO. 16
10210695,SDS MUHAMMADIYAH 19,0617357970,muhammadiyah19.medan@gmail.com,B,70,9,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA MEDAN,KOTA MEDAN,KEC. MEDAN DENAI,JL. PANCASILA GG. SEKOLAH
10205574,SD BANGUN HORAS MULIA TANJUNG MANGEDAR,,sdbangunhoras@yahoo.com,C,90,6,SD SWASTA BANGUN HORAS MULIA,KAB. LABUHANBATU UTARA,KEC. KUALUH HILIR,TANJUNG MANGENDAR
70050022,SD IT AL-QURAN AIZIM,,,,22,9,YAYASAN AHMAD ILYAS ZAKARIA ILHAM MATONDANG,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN SELATAN,JL. BM MUDA LK-II SABA JULU
10258035,SD SWASTA PELITA,,sdspelita333@gmail.com,A,976,29,YAYASAN PERGURUAN PELITA,KOTA MEDAN,KEC. MEDAN DELI,JL. PASAR 3 B NO. 204 MABAR HILIR
10202792,SD TRI RATNA,,sdtriratna58@gmail.com,A,423,23,YAYASAN VIHARA BUDDHA SIBOLGA,KOTA SIBOLGA,KEC. SIBOLGA KOTA,JL. S. PARMAN NO. 58
70040768,SD IT ASMAH ZAIJULI HAMID,,,,120,7,YAYASAN ASMAH ZAIJULI HAMID,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JALAN M. YUSUF KOTOK DUSUN IV
70058417,SD IT INSPIRASI,,,,,0,PENDIDIKAN INSPIRASI PERADABAN BANGSA,KAB. LANGKAT,KEC. SELESAI,JL.IRIGASI DUSUN VI GARDU
10260951,SD SWASTA TUNAS HARAPAN ISLAM,06142771704,sdtunasharapanislam@yahoo.com,B,106,11,YAYASAN HAJJAH SYAMSIAH SIREGAR,KOTA MEDAN,KEC. MEDAN AMPLAS,JL. BAJAK V GG. BAHAGIA
10210323,SDS BAPTIS INDEPENDEN,,sdbaptisindependen@yahoo.com,B,100,12,YAYASAN PERGURUAN BAPTIS INDEPENDEN,KOTA MEDAN,KEC. MEDAN DENAI,JLN. MENTENG VII GG. SEPAKAT NO. 8
10213646,SD SWASTA PAB 14 KLAMBIR LIMA,081361396242,sdswastapab14@gmail.com,B,222,12,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,DUSUN 1KLAMBIR LIMA KEBUN
10211829,SD SWASTA RK. 6,,sd_rk_6_ps@yahoo.co.id,A,354,19,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR MARTOBA,JLN. RAKUTA SEMBIRING
10204787,SD SWASTA TULIS,081260281129,sd_tulis@yahoo.co.id,B,507,19,TARBIYATUL ULUMIL ISLAMIYAH,KAB. ASAHAN,KEC. TANJUNG BALAI,JL. MESJID
69969809,SD SWASTA SANTA LUSIA,082161839125,sdtanahjawast.lusia_16@yahoo.com,B,311,17,SANTA LUSIA VIRGINI,KAB. SIMALUNGUN,KEC. TANAH JAWA,NAGORI TANJUNG PASIR
10202711,SD SWASTA AL-WASHLIYAH MALIGAS BAYU,082175724683,sdswastaalwashliyahmaligasbayu@yahoo.co.id,B,274,12,YAYASAN BAHAL BATU,KAB. SIMALUNGUN,KEC. HUTABAYU RAJA,MALIGAS BAYU
10210685,SDS METHODIST-7,0614150612,sdmethodist7medan@yahoo.com,A,72,11,YAYASAN DAUN PALEM INDONESIA,KOTA MEDAN,KEC. MEDAN TIMUR,JL MADONG LUBIS NO 7
10212945,SD METHODIST,0617952412,sdpkmi_lpakam@yahoo.com,A,408,22,PERGURUAN KRISTEN METHODIST INDONESIA LUBUK PAKAM,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JLN. T.CIK DITIRO NO. 34 LUBUK PAKAM
10202106,SD SWASTA SIRAJULHUDA TIGABINANGA,0628410088,sirajulhuda8@gmail.com,A,13,2,YAYASAN SIRAJUL HUDA,KAB. KARO,KEC. TIGABINANGA,JLN. MESJID NO. 44 KUALABARU
10200710,SD METHODIST INDONESIA,,pkmi.sd_plabu@yahoo.com,B,168,10,PERGURUAN KRISTEN METHODIST INDONESIA,KAB. DELI SERDANG,KEC. PANTAI LABU,JL. BESAR NO.1 PANTAI LABU
10213578,SDADVENT RAMUNIA,,sdadventramunia@gmail.com,B,29,7,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. DELI SERDANG,KEC. BERINGIN,JL BESAR SIDOARJO II RAMUNIA
70059072,SD SWASTA GOLDEN KINDER,,,,10,4,YAYASAN PENDIDIKAN GEMILANG MAJU MANDIRI,KOTA MEDAN,KEC. MEDAN DELI,JL PLATINA 7 NO 18
10213594,SD SWASTA BINA KARYA,081376245501,binakarya673@gmail.com,B,291,23,YAYASAN PENDIDIKAN BINA KARYA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. BINJAI KM. 12 PABRIK GULA SEMAYANG
70045074,SD IT ALFATIH IHYA SYUKRI,081397623734,,,29,6,YAYASAN AL FATIH IHYA SYUKRI,KAB. TAPANULI SELATAN,KEC. ANGKOLA MUARA TAIS,DESA MUARA TAIS I KECAMATAN ANGKOLA MUARATAIS
10257513,SD SANTO YOSEP,062469363,sdstyosepak@yahoo.co.id,A,224,12,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KAB. LABUHANBATU UTARA,KEC. KUALUH HULU,"JL. SERMA MAULANA S NO. 48, AEK KANOPAN"
69970586,SD IT NURUZ ZAINI,,nuruzzaini@gmail.com,B,292,17,YAYASAN TAMAN PENDIDIKAN ALQURAN NURUZ ZAINI,KAB. LANGKAT,KEC. STABAT,DUSUN IV PASAR VI
10213603,SD GKPS GALANG,085297137448,sdsgkpsgalang12345@gmail.com,B,26,9,YAYASAN PENDIDIKAN GKPS,KAB. DELI SERDANG,KEC. GALANG,DESA GALANG
10210340,SDS AL WASHLIYAH 14,085261158160,sdalwashliyah14@gmail.com,B,119,10,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN MAIMUN,JL. BRIGJEN KATAMSO NO. 477
70052681,SD IT AL HABSY,,tamawipatul@gmail.com,,12,4,TAMAWI PADANG TUALANG,KAB. LANGKAT,KEC. PADANG TUALANG,DUSUN PROYEK RAYA  DESA BULUH TELANG
10211875,SD SWASTA HKBP TOMUAN,088126413578,sdhkbp2018@gmail.com,B,133,8,SD SWASTA HKBP TOMUAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR TIMUR,JL.SIATAS BARITA NO.38
70058234,SD ISLAM PLUS HAJJAH ROSNA TAMBRIN,,,,,0,,KAB. BATU BARA,KEC. AIR PUTIH,"DUSUN XII JATI, KEL./DESA TANAH TINGGI, KECAMATAN AIR PUTIH, KABUPATEN BATU BARA"
10211855,SD KARTIKA I-4,081260111734,sdkartika1_4pematangsiantar@yahoo.co.id,B,105,13,YAYASAN KARTIKA JAYA CABANG I BUKIT BARISAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR SITALASARI,JL.BANGAU NO.1
10258737,SD SWASTA ADVENT SOSORGONTING,081375988049,sd_smpadventsosorgonting@yahoo.co.id,B,93,8,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH DAERAH SUMUT KAWASAN TENGAH,KAB. TAPANULI TENGAH,KEC. ANDAM DEWI,JL BARUS MANDUAMAS SOSORGONTING
70008705,SD MAJDAH AL FAYYADH ISLAMIC SCHOOL,,,A,202,24,YAYASAN MAJDAH AL FAYYADH,KAB. LABUHANBATU UTARA,KEC. KUALUH HULU,JL. KAMBOJA LK. PULO TARUTUNG GLUGUR
10213701,SD TUNAS HARAPAN,06177161133,stunasharapan194@gmail.com,C,177,11,YAYASAN PERGURUAN TUNAS HARAPAN,KAB. DELI SERDANG,KEC. PANCUR BATU,JL GRAHA NO 1 TANJUNG ANOM
10208564,SD SWASTA ADVENT PORSEA,081362302268,sdswastaadvent@yahoo.com,C,31,5,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. TOBA,KEC. PORSEA,JL. PASAR RAJA
10213652,SD SWASTA PAB 22 PATUMBAK I,081396163613,sdspab22ptbk@gmail.com,B,259,19,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. PATUMBAK,JL. PERTAHANAN UJUNG
