NPSN,Nama Sekolah,Bentuk,Telpon,Email,Naungan,Kabupaten,Kecamatan,Alamat
20502307,SD KRISTEN PETRA 13,SD,0318672442,sdkristenpetra13@gmail.com,PERHIMPUNAN PENDIDIKAN DAN PENGAJARAN KRISTEN PETRA,KAB. SIDOARJO,KEC. WARU,JL. TAMAN ASRI UTARA 59 PONDOK TJANDRA INDAH
20531922,SD DA`WATUL HASANAH SURABAYA,SD,03135938139,dawatul.hasanah14@gmail.com,YAYASAN DAWATUL HASANAH,KOTA SURABAYA,KEC. WONOKROMO,JL. PULO TEGALSARI II/20
20547265,SD BINA ANAK SHOLEH,SD,035638832350,sdbas45tuban@gmail.com,BAHRUL HUDA,KAB. TUBAN,KEC. TUBAN,JLN. DR. WAHIDIN SUDIROHUSODO NO.45 TUBAN
20532847,SD RIDWAN ABDULLAH SURABAYA,SD,0315461372,sd.ridwanabdullah@gmail.com,LP. MA'ARIF NU KOTA SURABAYA,KOTA SURABAYA,KEC. BUBUTAN,JL. BUBUTAN VI/2 LT. 2
20532812,SD YAMASSA SURABAYA,SD,0319714191,sdi_yamassa@yahoo.com,YAYASAN MASJID ASSALAFIYAH,KOTA SURABAYA,KEC. RUNGKUT,JL. KEDUNG ASEM NO 80
20555816,SD ISLAM ROUDHOTUL MUTTAQIN,SD,0321362387,sdppmuttaqin@gmail.com,PONPES ROUDHOTUL MUTTAQIN,KAB. MOJOKERTO,KEC. GEDEG,NGARES KIDUL GEDEG
20539077,SD LUQMAN AL HAKIM,SD,0315928587,sdlh.2011@gmail.com,YAYASAN PONDOK PESANTREN HIDAYATULLAH SURABAYA,KOTA SURABAYA,KEC. MULYOREJO,JL. KEJAWAN PUTIH TAMBAK  VI NO.1
20553965,SD NASIONAL TIGA BAHASA MITRA HARAPAN,SD,0351459954,sd@mitra-harapan.sch.id,YAYASAN JAYA MITRA HARAPAN,KOTA MADIUN,KEC. TAMAN,JLN SOEKARNO-HATTA NO 19 MADIUN
20501900,SD MUHAMMADIYAH 9,SD,0318050948,sdm9ngaban@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SIDOARJO,KAB. SIDOARJO,KEC. TANGGULANGIN,JL NGABAN
20570811,SD IT AL RAHBINI,SD,6282139117771,sditalrahbinihebat@gmail.com,YAYASAN SOSIAL DAN PENDIDIKAN ISLAM SYEKH ALI AL RAHBINI (YASIRA),KAB. MALANG,KEC. GONDANGLEGI,JL. AHMAD YANI NO. 1A GONDANGLEGI KULON
20531850,SD AL - IRSYAD,SD,0313297221,sd.alirsyad.surabaya.yes@gmail.com,YAYASAN PERGURUAN AL IRSYAD SURABAYA (YPAS),KOTA SURABAYA,KEC. SEMAMPIR,JL. SULTAN ISKANDAR MUDA NO.46 SURABAYA
60724827,SDS ISLAM RAUDLATUL ULUM,SD,085230429442,sdiraudlatululum.go@gmail.com,YAYASAN AL-FADILAH,KAB. SAMPANG,KEC. OMBEN,DSN. NANGKERNANG DS. KARANG GAYAM
69974547,SDI MANSYA`UL HUDA,SD,085236917462,sdimansyaulhuda@gmail.com,MIFTAHUSSALAM,KAB. LAMONGAN,KEC. BABAT,DESA BULUMARGI
69775670,SDS IT BUMI DARUN NAJAH,SD,03434508921,sditbdn@gmail.com,YAYASAN BUMI DARUN NAJAH,KAB. PASURUAN,KEC. LEKOK,JALAN SEMERU RAYA NO.126
20541788,SD ISLAM MAARIF SUKOREJO,SD,081333126988,sdimaarifskj@gmail.com,YAYASAN PENDIDIKAN MA'ARIF SUKOREJO,KAB. PASURUAN,KEC. SUKOREJO,JL. KAMAJAYA TEX. NO. 96 SUKOREJO
20549823,SD ISLAM TERPADU TASWIRUL AFKAR,SD,,sdittaswir@gmail.com,ROUDLOTUS SHOFIYYAH LITARBIYYATIL BANAAT,KAB. JOMBANG,KEC. JOGOROTO,JL RAYA KEMIRIGALIH SAWIJI
20522394,SD MUHAMMADIYAH,SD,0332431344,sdmuhammadiyahbws@yahoo.co.id,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. BONDOWOSO,KAB. BONDOWOSO,KEC. BONDOWOSO,JL. MT HARYONO NO. 10
20566119,SD MUTIARA HATI,SD,,mutiara_h@ymail.com,"YAYASAN PENDIDIKAN PG, TK, SD MUTIARA HATI",KAB. GRESIK,KEC. DRIYOREJO,KALIMAYA 35 - 36
69947282,SD ISLAM TERPADU BINA MULIA,SD,,sditbinamulia82@gmail.com,YBMK,KAB. KEDIRI,KEC. MOJO,"JL. MAKAM RT 001 RW 002 DESA MOJO, KEC. MOJO"
70051945,SDIT DARUL ILMI,SD,081225101867,sditdarulilmibanyuwangi@gmail.com,YAYASAN DARUL ILMI BANYUWANGI,KAB. BANYUWANGI,KEC. GLAGAH,JL HOS COKROAMINOTO NO.42
20524927,SDS K CAHAYA,SD,339196,sdkristenc@gmail.com,YAYASAN KRISTEN DORKAS,KAB. JEMBER,KEC. SUMBERSARI,JL. LETJEN SUPRAPTO XVIII NO. 21
20554136,SD ISLAM ALMAARIF 01,SD,0341450660,sdi.nolsatuetpas@gmail.com,LEMBAGA PENDIDIKAN MA'ARIF NU PCNU KABUPATEN MALANG,KAB. MALANG,KEC. SINGOSARI,JL. SIDOREJO 55 SINGOSARI
69889049,SD MUHAMMADIYAH PLUS,SD,082234563331,sdmuhammadiyahplus.prob@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA PROBOLINGGO,KOTA PROBOLINGGO,KEC. KANIGARAN,JL. MASTRIP NO. 163
20504227,SDK BETHEL,SD,0321495083,sdkristenbethel@gmail.com,YAYASAN UMAT KRISTEN MOJOAGUNG,KAB. JOMBANG,KEC. MOJOAGUNG,JALAN VETERAN 283
20549723,SD MANDALA II,SD,085100986631,sdsmandaladua@yahoo.co.id,MENARA KASIH,KOTA SURABAYA,KEC. TAMBAKSARI,JL. PLOSO TIMUR X A / 1
70063051,SD BUDI UTOMO BANYUWANGI,SD,,,,KAB. BANYUWANGI,KEC. GAMBIRAN,JL. IRIAN NO. 01 DUSUN KAMPUNG BARU
70051748,SDS ISLAM AL-ISHLAH GABOL,SD,,,YAYASAN AL ISHLAH GABOL TOBAI TIMUR,KAB. SAMPANG,KEC. SOKOBANAH,DUSUN PLERENAN DESA TOBAI TIMUR
69754763,SDI AL MUNAWWAROH,SD,087754283657,sdialmunawwaroh@gmail.com,YAYASAN SOSIAL PENDIDIKAN DAN DAKWAH ISLAMIYAH DARUL KAROMAH AL MUNAWWAROH,KAB. PAMEKASAN,KEC. PASEAN,DESA SANA DAJA KECAMATAN PASEAN
20539184,SD MUHAMMADIYAH 12 SURABAYA,SD,0313551392,sdm12surabaya@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA SURABAYA,KOTA SURABAYA,KEC. BUBUTAN,DUPAK JAYA V/21-29
20541786,SD AL-IRSYAD BANGIL,SD,085157096663,sdalirsyadb@gmail.com,PERHIMPUNAN AL-IRSYAD,KAB. PASURUAN,KEC. BANGIL,JL. BADER KALIREJO BANGIL
69984377,SD NAHDLATUL ULAMA INSAN QURANI,SD,,sdnuinsanqurani@gmail.com,YAYASAN PENDIDIKAN ISLAM SUNAN GIRI AL MASYKURI,KAB. KEDIRI,KEC. PARE,"JL. SUMATERA NO. 24B GEDANGSEWU, PARE"
20510060,SD MUHAMMADIYAH,SD,0352461927,sdmuhpon@yahoo.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. PONOROGO,KAB. PONOROGO,KEC. PONOROGO,JL BATORO KATONG NO 06
70024803,SDI MODERN JABAL ROHMAH,SD,,,YAYASAN JABAL SAMROTUL ILMI,KAB. KEDIRI,KEC. KUNJANG,"DSN. WATUDUWUR DS. TENGGERLOR, KUNJANG"
69931721,SD GOLDEN SUN,SD,089617453887,schoolgoldensun1@gmail.com,KEMILAU MENTARI,KAB. GRESIK,KEC. DRIYOREJO,"JL. BATU SAFIR BLOK FA / NO. 3, 5 & 7 KOTA BARU DRIYOREJO"
70036833,SDI DIAN MADANI,SD,03213085741,sdi.dianmadani@gmail.com,YAYASAN DIAN CAHAYA MADANI,KAB. JOMBANG,KEC. DIWEK,DUSUN BEYAN II RT. 026 RW. 006
69888660,SD TRIBAHASA HARAPAN BANGSA,SD,03435611105,tribhsharapanbangsa@gmail.com,YAYASAN BUDAYA HARAPAN BANGSA,KOTA PASURUAN,KEC. PANGGUNGREJO,JLN. PAHLAWAN NO. 16 KOTA PASURUAN
69966013,SD ULIL ALBAB,SD,085100683767,sd.ulilalbab13@gmail.com,YAYASAN HAO REN,KAB. MALANG,KEC. KEPANJEN,JL. HM. SUN AN RT.3 RW.2
20554364,SD ISLAM TERPADU AR-ROHMAH,SD,081558680236,sdislamterpaduarrahmah19@gmail.com,AR RAHMAH YOSOWILANGUN,KAB. LUMAJANG,KEC. YOSOWILANGUN,JL. MAYJEN SUKERTIYO GG. MAKAM NO. 35 YOSOWILANGUN
69859399,SDIP AL-ISTIQOMAH KEBONAGUNG,SD,085219958567,sdipalistiqomah@gmail.com,YAYASAN AL-ISTIQOMAH KEBONAGUNG,KAB. LUMAJANG,KEC. SUKODONO,JL. BROMO 302 RT 2 RW 3 KEBONAGUNG SUKODONO
20574804,SD ISLAM DARUT TAUHID,SD,085257924216,sdidaruttauhid@ymail.com,YAYASAN PONDOK PESANTREN FATHIMIYYAH,KAB. TUBAN,KEC. TAMBAKBOYO,JL KH. ASYHARI
70000178,SDI AL - INSHAF,SD,,,YAYASAN AL-INSHAF,KAB. SUMENEP,KEC. LENTENG,JL. DHIN MPAH NO. 01 BINDUNG II
20532818,SD WIDYA ADI PUTERA,SD,0313892380,sdwidyaadiputera@gmail.com,YAYASAN PENDIDIKAN WIDYA ADI PUTERA,KOTA SURABAYA,KEC. TAMBAKSARI,KALIKEPITING JAYA II/59-61
20532975,SD ISLAM MARYAM,SD,0315010835,sdi_maryam@yahoo.co.id,YAYASAN MARYAM SURABAYA,KOTA SURABAYA,KEC. GUBENG,JL. MANYAR SAMBONGAN 119
